customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7590-000732,Male,0,Yes,Yes,57,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),51.41,2920.98,No
7590-000733,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.3,1239.32,Yes
7590-000734,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.69,4420.9,No
7590-000735,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,79.9,2970.75,No
7590-000736,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.12,764.64,No
7590-000737,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),74.89,2922.25,Yes
7590-000738,Male,1,Yes,Yes,18,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.61,1174.12,No
7590-000739,Male,1,No,Yes,55,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.78,3067.43,No
7590-000740,Female,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.13,4342.8,No
7590-000741,Male,1,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),77.61,4951.55,No
7590-000742,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,57.22,696.15,No
7590-000743,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.42,2430.72,No
7590-000744,Male,0,No,Yes,48,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,64.55,3096.42,No
7590-000745,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.22,1754.92,No
7590-000746,Female,0,No,No,70,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,66.98,4676.77,No
7590-000747,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),76.68,2570.95,No
7590-000748,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.16,796.77,No
7590-000749,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),71.89,3442.89,No
7590-000750,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,80.57,3160.17,No
7590-000751,Female,0,No,Yes,20,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.23,1177.83,No
7590-000752,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.05,1161.64,No
7590-000753,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),57.66,98.09,No
7590-000754,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,81.84,2385.8,No
7590-000755,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.87,5782.78,No
7590-000756,Female,1,No,No,61,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,70.44,4304.68,No
7590-000757,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,77.12,2778.98,No
7590-000758,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.18,1733.34,No
7590-000759,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.54,870.2,No
7590-000760,Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.51,1422.75,No
7590-000761,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.37,1344.9,No
7590-000762,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.31,1036.2,No
7590-000763,Male,0,Yes,Yes,11,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),53.29,639.07,No
7590-000764,Female,0,No,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),87.99,5463.87,No
7590-000765,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,79.13,2939.65,No
7590-000766,Male,0,No,Yes,46,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),69.07,3136.94,No
7590-000767,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.37,1662.73,No
7590-000768,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.31,4309.45,No
7590-000769,Female,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),75.05,3501.42,No
7590-000770,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,66.58,4789.19,Yes
7590-000771,Male,0,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.99,1625.13,No
7590-000772,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,58.26,790.35,No
7590-000773,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,80.57,5660.01,No
7590-000774,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.78,985.33,No
7590-000775,Female,1,No,Yes,42,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,83.41,3519.94,No
7590-000776,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.08,222.06,No
7590-000777,Male,1,No,No,42,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),60.19,2528.35,No
7590-000778,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.61,753.05,No
7590-000779,Female,0,No,Yes,65,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,70.56,4578.21,No
7590-000780,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,87.1,5151.56,No
7590-000781,Male,0,No,Yes,2,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,78.53,137.01,No
7590-000782,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.66,17.56,No
7590-000783,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),71.94,2189.45,No
7590-000784,Female,0,No,No,55,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.25,3279.13,No
7590-000785,Female,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,76.86,3461.08,No
7590-000786,Male,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,85.14,2615.65,No
7590-000787,Male,1,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.98,1386.7,No
7590-000788,Female,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,83.18,5559.98,No
7590-000789,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),70.09,2396.14,No
7590-000790,Male,0,No,No,22,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,77.63,1731.22,No
7590-000791,Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,59.06,695.72,No
7590-000792,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.15,395.63,No
7590-000793,Male,1,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,66.13,2371.41,Yes
7590-000794,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.6,90.14,Yes
7590-000795,Male,0,Yes,Yes,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.63,1432.16,No
7590-000796,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.9,1925.26,No
7590-000797,Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,59.29,180.15,No
7590-000798,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.67,3889.3,No
7590-000799,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.76,748.33,No
7590-000800,Male,1,No,No,36,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),60.66,2183.14,No
7590-000801,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,91.99,3115.47,No
7590-000802,Female,1,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),83.35,1610.85,No
7590-000803,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.0,1048.86,No
7590-000804,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.68,96.26,No
7590-000805,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.63,1888.63,No
7590-000806,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.78,1282.46,Yes
7590-000807,Female,1,No,No,55,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.57,4000.1,Yes
7590-000808,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,75.91,4793.73,No
7590-000809,Female,0,Yes,Yes,51,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),57.74,2928.81,No
7590-000810,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.59,1551.57,No
7590-000811,Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),83.47,4908.9,No
7590-000812,Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.24,459.45,No
7590-000813,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),91.62,435.66,No
7590-000814,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,69.68,355.13,Yes
7590-000815,Female,0,No,No,27,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.98,1756.85,Yes
7590-000816,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.7,1188.04,No
7590-000817,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.0,1076.8,No
7590-000818,Male,0,Yes,No,62,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.0,3363.81,No
7590-000819,Female,1,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.12,496.37,No
7590-000820,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.35,945.87,No
7590-000821,Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.61,4018.99,No
7590-000822,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,47.71,1596.54,No
7590-000823,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.3,102.99,No
7590-000824,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.38,713.6,No
7590-000825,Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.18,513.25,No
7590-000826,Female,0,Yes,No,19,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,76.77,1446.8,No
7590-000827,Male,0,No,No,32,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,56.75,1825.28,Yes
7590-000828,Female,1,Yes,Yes,3,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,65.65,221.96,No
7590-000829,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.43,1524.26,No
7590-000830,Female,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.1,751.13,No
7590-000831,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.04,203.02,No
7590-000832,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.22,4372.23,No
7590-000833,Male,1,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.15,3200.07,No
7590-000834,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.02,148.07,Yes
7590-000835,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,72.05,3934.53,No
7590-000836,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,69.29,2687.14,Yes
7590-000837,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),70.34,4790.72,Yes
7590-000838,Male,0,Yes,No,41,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.9,2369.57,No
7590-000839,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),76.13,74.69,No
7590-000840,Male,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.01,477.82,No
7590-000841,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),87.13,1367.14,No
7590-000842,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.75,1793.9,No
7590-000843,Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,59.66,4042.93,No
7590-000844,Male,0,No,Yes,38,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.57,2609.51,No
7590-000845,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.53,502.19,Yes
7590-000846,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.62,1076.4,No
7590-000847,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.42,236.69,No
7590-000848,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.63,1526.83,No
7590-000849,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,69.93,2175.95,No
7590-000850,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),61.37,807.7,No
7590-000851,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.63,4698.62,Yes
7590-000852,Female,0,No,No,45,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,50.22,2227.38,No
7590-000853,Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.16,1300.65,No
7590-000854,Male,1,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.34,4230.84,No
7590-000855,Male,1,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),88.02,4142.56,No
7590-000856,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.29,182.49,No
7590-000857,Male,0,No,Yes,39,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,61.15,2394.18,No
7590-000858,Male,0,Yes,No,58,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.55,3707.99,Yes
7590-000859,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),88.45,3093.52,No
7590-000860,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.76,1255.65,No
7590-000861,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,80.32,2395.98,No
7590-000862,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.59,1026.42,No
7590-000863,Female,1,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.51,3070.47,No
7590-000864,Female,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.79,893.06,No
7590-000865,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.89,1294.03,No
7590-000866,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,97.84,4497.86,No
7590-000867,Male,1,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.46,363.67,No
7590-000868,Female,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,73.52,4787.42,No
7590-000869,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.52,235.12,Yes
7590-000870,Female,1,No,No,10,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.27,703.32,No
7590-000871,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.53,518.67,No
7590-000872,Female,0,No,No,24,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,72.45,1765.17,No
7590-000873,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),88.4,5030.63,No
7590-000874,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.73,1642.12,No
7590-000875,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.27,0.0,No
7590-000876,Male,0,Yes,No,62,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.03,4363.66,No
7590-000877,Female,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.06,702.33,No
7590-000878,Female,1,Yes,Yes,65,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.68,3225.14,No
7590-000879,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,77.61,4018.35,No
7590-000880,Male,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),78.73,1458.91,No
7590-000881,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,76.87,4999.78,No
7590-000882,Female,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),91.36,4653.3,Yes
7590-000883,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,66.67,1989.1,No
7590-000884,Female,0,No,No,59,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.19,2988.35,No
7590-000885,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.87,1665.7,No
7590-000886,Male,0,No,Yes,29,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.53,1523.81,Yes
7590-000887,Male,1,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.96,429.43,Yes
7590-000888,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.85,1006.81,No
7590-000889,Female,0,No,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.46,734.01,No
7590-000890,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,72.96,2412.14,No
7590-000891,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,69.64,1354.32,No
7590-000892,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),80.4,3956.79,No
7590-000893,Male,0,Yes,No,26,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,63.17,1629.36,No
7590-000894,Male,0,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.38,588.02,No
7590-000895,Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),66.0,3594.82,Yes
7590-000896,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),73.6,4757.25,No
7590-000897,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,69.09,3728.14,Yes
7590-000898,Female,0,Yes,Yes,23,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),54.42,1243.7,No
7590-000899,Male,1,Yes,No,24,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,63.21,1536.32,No
7590-000900,Male,0,Yes,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.72,3683.92,No
7590-000901,Male,1,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),38.88,385.11,No
7590-000902,Female,0,No,No,59,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),55.24,3257.91,No
7590-000903,Female,1,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),66.72,3054.56,No
7590-000904,Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.06,1457.9,No
7590-000905,Male,0,No,No,24,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,46.17,1094.37,No
7590-000906,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.49,990.34,No
7590-000907,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.22,281.77,No
7590-000908,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.35,2824.73,No
7590-000909,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.74,478.79,No
7590-000910,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.95,520.95,No
